control,is_ditch,ratio,measured,predicted,dz,rise_before,horiz_near,have_prev
0,1,7.870636314536917,7.689193218181102,0.976946832618769,-2.0247206644555154,-0.04029619389686437,5.330770657214493,1.0
0,1,5.319428132554835,7.430971817067401,1.3969493772441335,-1.4964632198989543,-0.04116714478897705,6.458606288546368,1.0
0,1,5.788709657042864,8.077110917810865,1.395321478593041,-1.657112189856489,-0.04041954016615085,6.4510799195624,1.0
0,1,5.6733749557386135,7.904135393457076,1.3931981325263987,-1.6147401232299319,-0.039495837727275114,6.441262916539835,1.0
0,1,5.554233543918433,7.725174885059078,1.3908624518530917,-1.5709364149993192,-0.03851614080708258,6.4304642132150125,1.0
0,1,10.171991085173172,7.459347726903708,0.7333222831640652,-2.400700411309571,0.0,4.56900833453812,0.0
0,1,10.167001762951086,7.445383203884344,0.7323086370473135,-2.396077893038269,0.0,4.562692751796343,0.0
0,1,7.919729333523889,7.803499652876202,0.9853240337197269,-2.0566737686635674,-0.03865168567950458,5.376481371787224,1.0
0,1,5.007569304294008,6.880132126461797,1.3739464615221721,-1.3655574555268561,-0.021811866055466655,6.352255422468565,1.0
0,1,8.166152583136872,7.920567810729288,0.96992650211867,-2.0966314822758156,-0.02939740502254655,5.292463790776779,1.0
0,1,9.981404731928953,7.200704564484333,0.7214119412922316,-2.312634793846976,0.0,4.494800237322245,0.0
0,1,8.429231868440196,8.135455923889543,0.9651479578286871,-2.162892998180242,-0.028265785251057236,5.266389369083882,1.0
0,1,9.982261453900861,7.1684375521280055,0.7181175914127884,-2.3022936669352827,0.0,4.474274593411471,0.0
0,1,9.984862655050458,7.153099621096129,0.7163943930143105,-2.29743420059721,0.0,4.463538102750452,0.0
0,1,3.1040766150627617,6.279264195553755,2.022908895058569,-0.8328597301343981,-0.018648366264969657,7.564160465895186,1.0
0,1,3.2101461310695916,6.463359054455275,2.0134158354659517,-0.8707399281374995,-0.01662788306117411,7.5286635504155655,1.0
0,1,3.324339160700782,6.662898702772151,2.0042776566057685,-0.9115728348282304,-0.014712831145639057,7.49449362243051,1.0
0,1,3.4463869067505883,6.877551393630743,1.9955830786611284,-0.9552761755714416,-0.013171459260586516,7.4619824288136645,1.0
0,1,6.292848977636362,8.24250832275278,1.3098214103095676,-1.7193358299559078,-0.02104732226051106,6.055781931187064,1.0
0,1,5.7281717462358195,7.478556213257174,1.3055747181762825,-1.5309256564143596,-0.020507267317718163,6.036147925141932,1.0
0,1,5.232058754088821,6.807143427749264,1.3010449132341115,-1.36553584185105,-0.019698018026645947,6.015204985360456,1.0
0,1,4.791846753781068,6.212023396299741,1.2963735518874981,-1.2191020612578953,-0.01880136596949779,5.9936075787108125,1.0
0,1,4.400567890800025,5.683911719886208,1.291631412338663,-1.0893041909078287,-0.01791011815331962,5.9716829386270796,1.0
0,1,4.051918787422474,5.213510459167586,1.2866769381831638,-0.9738714089024181,-0.016831721331768388,5.94877659824109,1.0
0,1,6.564208489920821,5.973352387538259,0.909988218185055,-1.5273423346622563,-0.007958538846749883,4.9654068470732815,1.0
0,1,6.291954816889796,5.707045255955086,0.9070384994875346,-1.447901687615381,-0.0054091347872512775,4.9493115250406285,1.0
